OrderID,CustomerID,OrderDate,TotalAmount
ORDER5498,CUST1791,2023-09-07,45.93
ORDER5499,CUST5159,2023-04-18,372.55
ORDER5500,CUST5731,2023-09-12,481.17
ORDER5501,CUST3828,2023-04-15,389.31
ORDER5502,CUST1730,2023-05-08,447.28
ORDER5503,CUST3956,2023-12-29,473.05
ORDER5504,CUST3860,2023-01-12,36.03
ORDER5505,CUST5887,2023-07-02,338.31
ORDER5506,CUST4116,2023-12-15,248.39
ORDER5507,CUST5891,2023-02-10,223.71
ORDER5508,CUST5575,2023-01-23,181.01
ORDER5509,CUST1270,2023-02-14,350.15
ORDER5510,CUST2669,2023-06-18,261.78
ORDER5511,CUST3575,2023-09-06,318.4
ORDER5512,CUST5469,2023-03-07,345.45
ORDER5513,CUST2167,2023-08-19,450.24
ORDER5514,CUST1495,2023-08-27,347.16
ORDER5515,CUST2707,2023-11-10,67.54
ORDER5516,CUST3710,2023-06-30,413.38
ORDER5517,CUST1871,2023-07-27,155.01
ORDER5518,CUST1446,2023-12-28,284.82
ORDER5519,CUST3475,2023-01-06,432.31
ORDER5520,CUST2410,2023-06-02,278.63
ORDER5521,CUST2365,2023-11-10,408.64
ORDER5522,CUST1766,2023-09-18,464.26
ORDER5523,CUST1154,2023-06-13,496.92
ORDER5524,CUST4906,2023-06-03,464.39
ORDER5525,CUST1525,2023-02-12,129.38
ORDER5526,CUST1223,2023-01-28,26.16
ORDER5527,CUST2213,2023-09-09,392.85
ORDER5528,CUST1759,2023-01-26,434.45
ORDER5529,CUST5427,2023-03-11,221.73
ORDER5530,CUST2508,2023-12-15,330.28
ORDER5531,CUST3466,2023-08-02,351.01
ORDER5532,CUST2324,2023-01-27,411.3
ORDER5533,CUST1637,2023-03-15,134.55
ORDER5534,CUST4170,2023-11-17,416.37
ORDER5535,CUST3854,2023-03-24,128.16
ORDER5536,CUST3333,2023-06-27,92.0
ORDER5537,CUST4762,2023-01-15,193.95
ORDER5538,CUST1440,2023-08-14,349.9
ORDER5539,CUST5378,2023-05-22,364.82
ORDER5540,CUST4095,2023-10-19,458.13
ORDER5541,CUST5129,2023-03-24,368.56
ORDER5542,CUST5666,2023-06-04,66.92
ORDER5543,CUST3889,2023-11-22,277.79
ORDER5544,CUST4239,2023-11-05,194.97
ORDER5545,CUST3785,2023-09-29,295.68
ORDER5546,CUST5045,2023-03-02,347.24
ORDER5547,CUST1365,2023-11-28,388.11
ORDER5548,CUST4220,2023-03-26,34.26
ORDER5549,CUST5071,2023-08-14,261.59
ORDER5550,CUST1597,2023-01-26,177.79
ORDER5551,CUST2488,2023-02-22,497.77
ORDER5552,CUST2692,2023-05-29,271.88
ORDER5553,CUST5391,2023-05-29,207.64
ORDER5554,CUST2518,2023-07-31,410.75
ORDER5555,CUST2179,2023-08-14,241.34
ORDER5556,CUST5915,2023-10-20,124.96
ORDER5557,CUST5526,2023-05-24,88.25
ORDER5558,CUST1296,2023-03-09,300.92
ORDER5559,CUST1363,2023-02-18,274.45
ORDER5560,CUST3810,2023-09-20,35.24
ORDER5561,CUST2377,2023-01-06,233.51
ORDER5562,CUST3231,2023-09-16,34.37
ORDER5563,CUST4131,2023-01-27,472.48
ORDER5564,CUST1373,2023-08-12,398.1
ORDER5565,CUST3647,2023-05-21,41.25
ORDER5566,CUST3809,2023-08-16,224.54
ORDER5567,CUST2055,2023-10-29,179.35
ORDER5568,CUST2032,2023-11-25,356.61
ORDER5569,CUST4012,2023-10-26,185.69
ORDER5570,CUST2947,2023-12-30,178.48
ORDER5571,CUST5789,2023-03-10,336.17
ORDER5572,CUST5340,2023-04-06,222.47
ORDER5573,CUST3553,2023-12-04,457.7
ORDER5574,CUST1138,2023-06-02,454.3
ORDER5575,CUST1744,2023-03-12,439.27
ORDER5576,CUST4223,2023-06-03,181.93
ORDER5577,CUST5036,2023-01-14,354.66
ORDER5578,CUST3153,2023-06-17,377.79
ORDER5579,CUST1391,2023-11-12,399.38
ORDER5580,CUST4523,2023-02-19,57.64
ORDER5581,CUST4805,2023-06-05,348.99
ORDER5582,CUST4534,2023-12-03,271.61
ORDER5583,CUST2199,2023-02-27,386.23
ORDER5584,CUST4858,2023-10-29,255.29
ORDER5585,CUST1385,2023-04-28,368.89
ORDER5586,CUST5725,2023-05-14,341.68
ORDER5587,CUST1670,2023-06-01,253.31
ORDER5588,CUST2528,2023-04-04,291.33
ORDER5589,CUST2394,2023-01-10,256.57
ORDER5590,CUST5655,2023-04-06,22.07
ORDER5591,CUST3266,2023-08-22,115.0
ORDER5592,CUST4055,2023-03-22,371.19
ORDER5593,CUST5918,2023-02-04,400.95
ORDER5594,CUST1621,2023-02-11,183.5
ORDER5595,CUST2717,2023-03-09,269.91
ORDER5596,CUST3150,2023-06-04,477.3
ORDER5597,CUST5587,2023-11-18,177.88
ORDER5598,CUST3009,2023-07-02,294.74
ORDER5599,CUST3851,2023-12-13,202.83
ORDER5600,CUST1597,2023-01-12,396.38
ORDER5601,CUST2337,2023-05-22,371.82
ORDER5602,CUST5626,2023-05-29,146.29
ORDER5603,CUST3922,2023-09-21,157.85
ORDER5604,CUST1265,2023-02-09,154.9
ORDER5605,CUST1729,2023-05-05,372.07
ORDER5606,CUST4038,2023-06-11,93.39
ORDER5607,CUST2762,2023-01-03,170.65
ORDER5608,CUST4727,2023-11-19,480.16
ORDER5609,CUST3136,2023-12-24,346.15
ORDER5610,CUST2275,2023-04-11,246.45
ORDER5611,CUST1199,2023-03-17,329.9
ORDER5612,CUST1115,2023-12-10,311.04
ORDER5613,CUST2656,2023-10-13,449.87
ORDER5614,CUST4135,2023-07-31,37.85
ORDER5615,CUST2621,2023-02-11,250.27
ORDER5616,CUST5539,2023-10-29,436.58
ORDER5617,CUST2752,2023-10-30,95.29
ORDER5618,CUST5502,2023-09-29,314.96
ORDER5619,CUST2368,2023-05-13,192.73
ORDER5620,CUST2057,2023-09-29,494.5
ORDER5621,CUST5749,2023-05-10,36.41
ORDER5622,CUST5328,2023-06-16,168.36
ORDER5623,CUST4324,2023-05-02,69.87
ORDER5624,CUST4768,2023-03-19,336.48
ORDER5625,CUST2730,2023-04-14,54.87
ORDER5626,CUST1989,2023-07-05,340.99
ORDER5627,CUST5108,2023-07-23,361.11
ORDER5628,CUST3856,2023-12-17,78.65
ORDER5629,CUST1976,2023-10-30,430.61
ORDER5630,CUST4027,2023-06-07,282.85
ORDER5631,CUST5665,2023-06-10,252.97
ORDER5632,CUST3919,2023-08-14,90.44
ORDER5633,CUST1003,2023-04-21,101.24
ORDER5634,CUST1761,2023-11-13,214.45
ORDER5635,CUST1354,2023-02-06,351.98
ORDER5636,CUST5291,2023-03-17,437.13
ORDER5637,CUST3701,2023-03-03,383.22
ORDER5638,CUST3517,2023-10-15,373.54
ORDER5639,CUST1371,2023-05-21,25.88
ORDER5640,CUST3280,2023-01-01,291.01
ORDER5641,CUST2389,2023-03-13,35.83
ORDER5642,CUST5095,2023-01-01,183.95
ORDER5643,CUST5172,2023-02-13,243.19
ORDER5644,CUST1620,2023-11-18,342.6
ORDER5645,CUST3224,2023-02-17,115.08
ORDER5646,CUST4970,2023-02-06,27.41
ORDER5647,CUST3324,2023-10-16,61.76
ORDER5648,CUST4352,2023-06-01,349.29
ORDER5649,CUST5282,2023-05-06,245.55
ORDER5650,CUST4289,2023-05-16,465.91
ORDER5651,CUST5486,2023-03-10,486.98
ORDER5652,CUST5980,2023-03-09,89.88
ORDER5653,CUST3819,2023-01-10,330.63
ORDER5654,CUST4270,2023-06-16,159.97
ORDER5655,CUST2434,2023-12-24,154.38
ORDER5656,CUST2159,2023-11-01,464.56
ORDER5657,CUST2338,2023-04-14,362.11
ORDER5658,CUST3931,2023-01-04,165.07
ORDER5659,CUST2094,2023-05-02,360.85
ORDER5660,CUST4738,2023-03-01,382.34
ORDER5661,CUST2089,2023-10-03,437.88
ORDER5662,CUST5079,2023-09-09,190.25
ORDER5663,CUST1093,2023-08-23,362.58
ORDER5664,CUST2133,2023-06-17,213.88
ORDER5665,CUST3942,2023-10-22,151.51
ORDER5666,CUST5131,2023-12-21,429.02
ORDER5667,CUST3893,2023-01-10,158.04
ORDER5668,CUST3951,2023-08-05,127.17
ORDER5669,CUST1972,2023-03-19,126.16
ORDER5670,CUST4784,2023-10-28,350.89
ORDER5671,CUST5400,2023-04-07,485.19
ORDER5672,CUST2661,2023-01-14,257.0
ORDER5673,CUST5405,2023-03-23,317.18
ORDER5674,CUST4168,2023-01-16,338.83
ORDER5675,CUST5950,2023-06-01,193.64
ORDER5676,CUST3562,2023-11-22,77.89
ORDER5677,CUST4905,2023-12-03,192.07
ORDER5678,CUST1553,2023-09-01,33.34
ORDER5679,CUST4623,2023-05-07,498.65
ORDER5680,CUST5196,2023-05-12,345.26
ORDER5681,CUST1360,2023-12-01,456.58
ORDER5682,CUST1428,2023-06-17,363.47
ORDER5683,CUST1914,2023-12-03,496.6
ORDER5684,CUST4028,2023-07-17,59.59
ORDER5685,CUST2109,2023-06-27,300.12
ORDER5686,CUST4385,2023-10-28,255.84
ORDER5687,CUST3276,2023-04-29,364.04
ORDER5688,CUST3247,2023-06-04,274.97
ORDER5689,CUST2815,2023-12-27,399.26
ORDER5690,CUST2179,2023-03-27,300.68
ORDER5691,CUST1792,2023-03-01,473.8
ORDER5692,CUST4947,2023-12-06,150.75
ORDER5693,CUST2889,2023-08-24,156.19
ORDER5694,CUST3096,2023-12-10,222.77
ORDER5695,CUST5506,2023-04-05,37.53
ORDER5696,CUST4474,2023-06-08,416.46
ORDER5697,CUST5067,2023-09-30,306.22
ORDER5698,CUST1608,2023-12-13,499.54
ORDER5699,CUST1059,2023-09-24,306.62
ORDER5700,CUST5881,2023-12-26,91.75
ORDER5701,CUST2174,2023-07-08,336.56
ORDER5702,CUST2413,2023-10-02,125.43
ORDER5703,CUST3359,2023-03-16,326.05
ORDER5704,CUST5196,2023-08-29,190.64
ORDER5705,CUST5101,2023-08-05,53.51
ORDER5706,CUST2793,2023-02-13,434.4
ORDER5707,CUST1361,2023-06-06,356.83
ORDER5708,CUST5373,2023-04-26,139.14
ORDER5709,CUST3051,2023-02-04,106.99
ORDER5710,CUST1715,2023-07-26,90.51
ORDER5711,CUST4779,2023-05-28,196.76
ORDER5712,CUST5820,2023-02-01,46.28
ORDER5713,CUST1513,2023-07-04,174.39
ORDER5714,CUST2917,2023-11-15,279.01
ORDER5715,CUST5606,2023-07-05,341.16
ORDER5716,CUST5719,2023-11-18,156.48
ORDER5717,CUST3227,2023-11-26,78.51
ORDER5718,CUST2335,2023-09-27,426.13
ORDER5719,CUST3600,2023-10-15,476.02
ORDER5720,CUST4543,2023-03-06,83.86
ORDER5721,CUST1600,2023-12-15,132.41
ORDER5722,CUST5705,2023-03-26,333.06
ORDER5723,CUST1739,2023-12-29,347.91
ORDER5724,CUST5436,2023-05-14,274.64
ORDER5725,CUST3960,2023-11-10,107.44
ORDER5726,CUST2852,2023-12-29,155.53
ORDER5727,CUST5322,2023-01-15,316.61
ORDER5728,CUST5173,2023-12-07,429.8
ORDER5729,CUST4153,2023-03-02,397.08
ORDER5730,CUST5469,2023-12-22,361.52
ORDER5731,CUST5426,2023-06-29,321.03
ORDER5732,CUST4109,2023-02-20,47.48
ORDER5733,CUST2557,2023-08-27,290.0
ORDER5734,CUST5585,2023-10-23,188.21
ORDER5735,CUST5163,2023-05-07,460.31
ORDER5736,CUST4919,2023-11-11,102.28
ORDER5737,CUST5704,2023-08-23,300.88
ORDER5738,CUST5589,2023-02-28,321.84
ORDER5739,CUST3436,2023-02-24,58.52
ORDER5740,CUST1192,2023-11-25,293.07
ORDER5741,CUST1166,2023-12-04,259.24
ORDER5742,CUST3614,2023-10-04,163.04
ORDER5743,CUST5908,2023-07-12,225.49
ORDER5744,CUST1252,2023-05-10,469.57
ORDER5745,CUST2566,2023-04-25,205.59
ORDER5746,CUST3526,2023-04-26,250.49
ORDER5747,CUST5995,2023-03-24,431.03
ORDER5748,CUST2499,2023-01-23,196.85
ORDER5749,CUST2261,2023-02-24,464.21
ORDER5750,CUST5966,2023-08-27,191.29
ORDER5751,CUST4436,2023-05-07,482.81
ORDER5752,CUST5953,2023-03-30,255.69
ORDER5753,CUST1693,2023-07-03,376.39
ORDER5754,CUST5807,2023-07-31,214.21
ORDER5755,CUST2305,2023-04-04,318.44
ORDER5756,CUST5903,2023-09-26,487.16
ORDER5757,CUST4587,2023-07-08,40.6
ORDER5758,CUST4940,2023-05-18,291.87
ORDER5759,CUST4776,2023-11-22,62.0
ORDER5760,CUST4879,2023-06-25,83.66
ORDER5761,CUST4828,2023-07-21,354.36
ORDER5762,CUST2352,2023-08-26,266.88
ORDER5763,CUST2394,2023-09-16,291.67
ORDER5764,CUST2379,2023-11-13,442.3
ORDER5765,CUST4317,2023-10-27,446.41
ORDER5766,CUST5195,2023-06-05,134.31
ORDER5767,CUST4018,2023-01-22,396.66
ORDER5768,CUST5143,2023-06-05,208.47
ORDER5769,CUST5509,2023-05-16,423.74
ORDER5770,CUST2458,2023-08-14,129.89
ORDER5771,CUST4012,2023-04-28,99.59
ORDER5772,CUST1386,2023-03-11,327.53
ORDER5773,CUST2506,2023-12-16,304.58
ORDER5774,CUST4845,2023-10-28,207.4
ORDER5775,CUST3949,2023-02-01,276.54
ORDER5776,CUST5168,2023-03-10,82.0
ORDER5777,CUST3515,2023-09-01,430.42
ORDER5778,CUST1022,2023-10-02,211.43
ORDER5779,CUST3362,2023-06-23,273.51
ORDER5780,CUST4399,2023-12-21,205.46
ORDER5781,CUST1201,2023-02-16,24.95
ORDER5782,CUST4671,2023-03-31,164.66
ORDER5783,CUST3363,2023-10-21,487.42
ORDER5784,CUST5580,2023-02-21,187.07
ORDER5785,CUST5742,2023-06-14,46.52
ORDER5786,CUST2895,2023-12-28,463.69
ORDER5787,CUST1969,2023-03-04,405.32
ORDER5788,CUST4286,2023-11-25,377.37
ORDER5789,CUST2113,2023-08-06,110.29
ORDER5790,CUST5414,2023-09-17,420.22
ORDER5791,CUST2734,2023-03-09,42.95
ORDER5792,CUST4960,2023-04-11,330.38
ORDER5793,CUST1988,2023-09-29,460.66
ORDER5794,CUST1503,2023-09-06,294.25
ORDER5795,CUST1990,2023-06-14,204.12
ORDER5796,CUST4499,2023-10-22,123.03
ORDER5797,CUST3813,2023-03-12,267.31
ORDER5798,CUST4986,2023-11-02,25.28
ORDER5799,CUST4420,2023-10-26,276.49
ORDER5800,CUST2392,2023-03-30,144.9
ORDER5801,CUST5980,2023-10-23,47.3
ORDER5802,CUST2864,2023-05-25,480.92
ORDER5803,CUST2463,2023-10-09,211.57
ORDER5804,CUST1551,2023-07-05,312.28
ORDER5805,CUST4337,2023-07-31,274.32
ORDER5806,CUST1513,2023-03-18,217.06
ORDER5807,CUST4946,2023-03-12,202.8
ORDER5808,CUST3191,2023-06-28,206.03
ORDER5809,CUST1401,2023-12-22,194.58
ORDER5810,CUST4022,2023-06-30,421.07
ORDER5811,CUST3464,2023-12-26,307.18
ORDER5812,CUST5528,2023-03-20,280.34
ORDER5813,CUST5710,2023-12-22,193.02
ORDER5814,CUST4602,2023-11-17,309.57
ORDER5815,CUST4212,2023-06-28,399.74
ORDER5816,CUST4754,2023-09-28,47.9
ORDER5817,CUST3868,2023-07-24,165.2
ORDER5818,CUST5455,2023-01-18,232.45
ORDER5819,CUST4726,2023-09-11,487.18
ORDER5820,CUST2050,2023-07-05,43.32
ORDER5821,CUST2632,2023-04-28,411.08
ORDER5822,CUST4629,2023-06-26,433.51
ORDER5823,CUST3580,2023-06-30,487.89
ORDER5824,CUST1800,2023-03-27,97.86
ORDER5825,CUST5610,2023-10-22,212.86
ORDER5826,CUST5866,2023-07-09,356.4
ORDER5827,CUST3702,2023-03-16,258.15
ORDER5828,CUST3515,2023-03-04,233.87
ORDER5829,CUST4827,2023-05-04,136.54
ORDER5830,CUST2115,2023-03-25,138.44
ORDER5831,CUST3770,2023-11-11,40.01
ORDER5832,CUST5528,2023-07-06,276.35
ORDER5833,CUST2642,2023-08-22,466.93
ORDER5834,CUST5391,2023-06-06,409.07
ORDER5835,CUST1276,2023-08-20,48.78
ORDER5836,CUST3335,2023-12-07,307.71
ORDER5837,CUST4702,2023-05-15,341.42
ORDER5838,CUST1491,2023-06-26,180.06
ORDER5839,CUST4597,2023-04-20,117.47
ORDER5840,CUST1966,2023-08-12,408.92
ORDER5841,CUST5681,2023-08-15,238.69
ORDER5842,CUST2707,2023-02-08,283.16
ORDER5843,CUST5685,2023-11-27,225.57
ORDER5844,CUST1124,2023-02-18,186.6
ORDER5845,CUST5741,2023-06-03,350.55
ORDER5846,CUST1253,2023-12-18,471.95
ORDER5847,CUST4927,2023-02-13,97.56
ORDER5848,CUST4866,2023-01-07,468.18
ORDER5849,CUST2932,2023-09-23,221.0
ORDER5850,CUST1817,2023-06-08,203.16
ORDER5851,CUST4008,2023-10-28,340.01
ORDER5852,CUST1280,2023-01-26,441.51
ORDER5853,CUST5667,2023-03-04,364.17
ORDER5854,CUST3949,2023-11-29,188.17
ORDER5855,CUST3727,2023-06-19,414.87
ORDER5856,CUST4680,2023-02-23,65.07
ORDER5857,CUST1572,2023-02-12,354.78
ORDER5858,CUST5828,2023-03-17,200.57
ORDER5859,CUST4933,2023-06-07,335.24
ORDER5860,CUST3847,2023-10-13,305.51
ORDER5861,CUST5607,2023-03-25,489.19
ORDER5862,CUST2567,2023-07-21,144.96
ORDER5863,CUST3927,2023-06-07,288.69
ORDER5864,CUST1294,2023-07-23,76.38
ORDER5865,CUST1018,2023-04-30,363.13
ORDER5866,CUST2655,2023-02-14,469.94
ORDER5867,CUST4286,2023-08-11,446.78
ORDER5868,CUST2764,2023-12-03,491.29
ORDER5869,CUST1654,2023-04-24,82.68
ORDER5870,CUST5728,2023-04-02,175.64
ORDER5871,CUST2285,2023-01-26,458.06
ORDER5872,CUST5749,2023-10-15,191.44
ORDER5873,CUST1951,2023-01-25,248.33
ORDER5874,CUST4156,2023-08-26,77.66
ORDER5875,CUST5528,2023-10-23,150.59
ORDER5876,CUST3280,2023-09-04,283.87
ORDER5877,CUST3809,2023-06-21,347.05
ORDER5878,CUST1873,2023-06-06,219.2
ORDER5879,CUST2617,2023-03-25,142.59
ORDER5880,CUST3386,2023-07-21,131.59
ORDER5881,CUST4467,2023-02-20,349.69
ORDER5882,CUST2165,2023-09-11,232.49
ORDER5883,CUST4875,2023-06-12,44.87
ORDER5884,CUST2718,2023-05-15,444.22
ORDER5885,CUST4655,2023-11-09,92.21
ORDER5886,CUST2291,2023-02-26,201.63
ORDER5887,CUST1357,2023-06-17,178.65
ORDER5888,CUST4693,2023-05-03,150.32
ORDER5889,CUST2169,2023-06-27,144.18
ORDER5890,CUST1686,2023-02-02,190.49
ORDER5891,CUST5165,2023-09-01,368.06
ORDER5892,CUST5522,2023-08-25,35.6
ORDER5893,CUST4099,2023-08-01,301.2
ORDER5894,CUST5987,2023-09-17,471.77
ORDER5895,CUST5654,2023-09-19,79.03
ORDER5896,CUST5688,2023-12-13,412.03
ORDER5897,CUST3766,2023-02-16,381.64
ORDER5898,CUST1485,2023-07-04,138.5
ORDER5899,CUST1096,2023-03-13,127.92
ORDER5900,CUST1238,2023-06-13,102.36
ORDER5901,CUST3817,2023-08-15,417.79
ORDER5902,CUST1369,2023-12-15,247.65
ORDER5903,CUST1948,2023-09-29,285.58
ORDER5904,CUST1887,2023-11-18,171.36
ORDER5905,CUST5102,2023-09-13,373.34
ORDER5906,CUST5447,2023-04-20,469.96
ORDER5907,CUST2784,2023-08-26,46.54
ORDER5908,CUST4922,2023-11-20,125.98
ORDER5909,CUST3620,2023-08-20,400.29
ORDER5910,CUST1699,2023-08-26,454.82
ORDER5911,CUST1958,2023-01-04,70.3
ORDER5912,CUST4374,2023-12-21,445.18
ORDER5913,CUST3193,2023-08-24,421.0
ORDER5914,CUST4236,2023-08-19,424.72
ORDER5915,CUST4422,2023-04-07,175.98
ORDER5916,CUST5625,2023-08-12,496.48
ORDER5917,CUST3827,2023-08-19,180.61
ORDER5918,CUST1717,2023-05-29,417.74
ORDER5919,CUST3747,2023-01-04,440.78
ORDER5920,CUST2782,2023-06-15,422.67
ORDER5921,CUST5033,2023-02-01,303.97
ORDER5922,CUST5624,2023-08-12,57.42
ORDER5923,CUST4299,2023-04-25,180.44
ORDER5924,CUST2967,2023-09-17,93.99
ORDER5925,CUST3154,2023-07-24,44.06
ORDER5926,CUST2564,2023-08-07,276.71
ORDER5927,CUST4109,2023-03-05,415.91
ORDER5928,CUST2493,2023-10-22,349.61
ORDER5929,CUST3426,2023-06-04,496.54
ORDER5930,CUST3247,2023-03-02,370.67
ORDER5931,CUST5394,2023-08-09,367.52
ORDER5932,CUST5401,2023-06-03,80.32
ORDER5933,CUST1828,2023-03-23,91.45
ORDER5934,CUST2203,2023-12-08,111.25
ORDER5935,CUST3780,2023-01-06,328.57
ORDER5936,CUST3183,2023-11-12,268.59
ORDER5937,CUST2173,2023-11-02,69.14
ORDER5938,CUST3739,2023-10-18,86.34
ORDER5939,CUST2174,2023-09-08,454.39
ORDER5940,CUST3742,2023-12-18,23.17
ORDER5941,CUST5825,2023-09-15,142.24
ORDER5942,CUST4650,2023-07-18,475.11
ORDER5943,CUST4339,2023-05-30,104.05
ORDER5944,CUST4665,2023-11-14,188.7
ORDER5945,CUST5321,2023-03-28,72.19
ORDER5946,CUST2222,2023-06-18,353.8
ORDER5947,CUST3298,2023-05-06,355.78
ORDER5948,CUST4356,2023-01-09,497.44
ORDER5949,CUST3490,2023-02-14,408.88
ORDER5950,CUST4531,2023-09-26,491.87
ORDER5951,CUST1031,2023-04-06,318.35
ORDER5952,CUST1191,2023-03-27,169.34
ORDER5953,CUST2898,2023-04-15,374.23
ORDER5954,CUST4684,2023-02-20,89.22
ORDER5955,CUST4149,2023-11-04,416.8
ORDER5956,CUST5102,2023-02-23,282.55
ORDER5957,CUST2072,2023-01-19,302.36
ORDER5958,CUST3235,2023-03-04,342.67
ORDER5959,CUST2651,2023-07-03,218.75
ORDER5960,CUST4333,2023-01-26,212.03
ORDER5961,CUST3338,2023-01-25,472.89
ORDER5962,CUST2654,2023-05-25,166.24
ORDER5963,CUST5972,2023-09-16,418.94
ORDER5964,CUST2367,2023-10-31,323.11
ORDER5965,CUST1373,2023-09-11,95.78
ORDER5966,CUST4086,2023-01-03,383.78
ORDER5967,CUST5412,2023-07-21,390.78
ORDER5968,CUST5236,2023-04-09,498.09
ORDER5969,CUST2217,2023-10-14,304.09
ORDER5970,CUST5926,2023-02-05,46.31
ORDER5971,CUST2427,2023-09-14,21.69
ORDER5972,CUST5512,2023-10-16,299.54
ORDER5973,CUST1290,2023-07-28,374.98
ORDER5974,CUST5178,2023-06-15,176.6
ORDER5975,CUST5947,2023-11-17,143.41
ORDER5976,CUST3441,2023-06-05,476.33
ORDER5977,CUST1979,2023-01-15,190.34
ORDER5978,CUST2819,2023-09-29,205.94
ORDER5979,CUST1441,2023-11-05,283.45
ORDER5980,CUST4865,2023-06-01,162.99
ORDER5981,CUST2635,2023-11-17,393.38
ORDER5982,CUST1605,2023-04-02,90.74
ORDER5983,CUST2710,2023-03-08,98.37
ORDER5984,CUST4557,2023-08-04,431.68
ORDER5985,CUST1670,2023-08-03,185.36
ORDER5986,CUST1685,2023-02-18,480.36
ORDER5987,CUST2337,2023-10-05,45.46
ORDER5988,CUST4788,2023-09-04,287.11
ORDER5989,CUST1027,2023-01-31,62.19
ORDER5990,CUST5538,2023-07-03,359.62
ORDER5991,CUST3873,2023-06-10,245.19
ORDER5992,CUST4846,2023-03-09,297.32
ORDER5993,CUST4014,2023-11-14,467.07
ORDER5994,CUST2355,2023-10-07,470.65
ORDER5995,CUST5060,2023-05-17,181.98
ORDER5996,CUST2474,2023-05-07,167.83
ORDER5997,CUST5273,2023-08-02,425.47
ORDER5998,CUST2419,2023-02-19,441.01
ORDER5999,CUST5631,2023-10-18,69.23
ORDER6000,CUST3197,2023-10-14,134.28
ORDER6001,CUST4096,2023-06-19,290.75
ORDER6002,CUST1649,2023-01-09,289.77
ORDER6003,CUST4872,2023-08-15,135.63
ORDER6004,CUST2048,2023-03-03,61.86
ORDER6005,CUST5499,2023-06-22,394.38
ORDER6006,CUST4381,2023-02-08,128.53
ORDER6007,CUST3543,2023-04-11,115.93
ORDER6008,CUST2957,2023-02-28,178.31
ORDER6009,CUST5423,2023-11-10,447.05
ORDER6010,CUST4245,2023-07-09,107.19
ORDER6011,CUST5417,2023-04-23,24.81
ORDER6012,CUST1460,2023-04-10,104.84
ORDER6013,CUST4319,2023-06-16,26.37
ORDER6014,CUST2458,2023-11-20,353.93
ORDER6015,CUST3792,2023-10-20,151.74
ORDER6016,CUST4187,2023-12-19,422.22
ORDER6017,CUST5234,2023-02-06,227.14
ORDER6018,CUST3838,2023-01-20,66.71
ORDER6019,CUST4685,2023-06-18,141.82
ORDER6020,CUST4621,2023-11-14,299.72
ORDER6021,CUST3465,2023-04-06,224.08
ORDER6022,CUST2535,2023-08-27,36.14
ORDER6023,CUST2055,2023-10-14,32.98
ORDER6024,CUST4318,2023-04-26,322.3
ORDER6025,CUST1857,2023-03-06,483.43
ORDER6026,CUST3947,2023-07-06,178.9
ORDER6027,CUST3002,2023-09-28,356.65
ORDER6028,CUST3619,2023-04-10,216.18
ORDER6029,CUST5286,2023-02-13,141.62
ORDER6030,CUST3788,2023-10-05,426.85
ORDER6031,CUST5868,2023-07-31,406.4
ORDER6032,CUST3997,2023-03-31,250.32
ORDER6033,CUST2899,2023-06-07,156.7
ORDER6034,CUST1888,2023-08-15,106.56
ORDER6035,CUST3503,2023-05-07,351.02
ORDER6036,CUST2354,2023-04-30,33.66
ORDER6037,CUST5660,2023-01-20,162.64
ORDER6038,CUST3445,2023-12-24,456.72
ORDER6039,CUST2971,2023-03-15,47.75
ORDER6040,CUST3854,2023-05-23,476.89
ORDER6041,CUST1582,2023-06-09,264.51
ORDER6042,CUST4396,2023-02-13,128.76
ORDER6043,CUST3656,2023-12-06,418.22
ORDER6044,CUST4791,2023-04-20,38.48
ORDER6045,CUST2143,2023-03-16,183.56
ORDER6046,CUST4858,2023-01-17,405.07
ORDER6047,CUST2183,2023-04-03,72.6
ORDER6048,CUST4588,2023-09-02,31.99
ORDER6049,CUST5410,2023-03-27,484.9
ORDER6050,CUST1712,2023-01-09,33.99
ORDER6051,CUST4892,2023-12-24,216.11
ORDER6052,CUST5161,2023-10-14,147.74
ORDER6053,CUST2459,2023-01-29,264.91
ORDER6054,CUST2772,2023-07-07,267.34
ORDER6055,CUST4229,2023-09-07,469.53
ORDER6056,CUST5179,2023-03-28,124.53
ORDER6057,CUST1084,2023-05-17,457.12
ORDER6058,CUST5899,2023-09-27,350.98
ORDER6059,CUST3701,2023-01-30,104.25
ORDER6060,CUST1834,2023-03-26,160.01
ORDER6061,CUST1261,2023-03-11,461.66
ORDER6062,CUST5278,2023-05-03,493.59
ORDER6063,CUST4108,2023-02-02,392.96
ORDER6064,CUST2444,2023-03-25,299.82
ORDER6065,CUST2975,2023-01-30,264.49
ORDER6066,CUST2726,2023-01-09,493.67
ORDER6067,CUST2667,2023-05-11,233.49
ORDER6068,CUST4068,2023-01-31,378.96
ORDER6069,CUST5588,2023-01-28,27.09
ORDER6070,CUST3923,2023-10-16,147.9
ORDER6071,CUST5151,2023-12-27,230.35
ORDER6072,CUST4149,2023-06-26,208.58
ORDER6073,CUST4322,2023-10-14,425.5
ORDER6074,CUST5306,2023-12-11,354.57
ORDER6075,CUST2650,2023-03-30,147.24
ORDER6076,CUST1125,2023-12-28,352.01
ORDER6077,CUST1194,2023-05-09,56.97
ORDER6078,CUST4623,2023-08-07,158.01
ORDER6079,CUST4637,2023-03-07,298.36
