ShipmentID,OrderID,ShipmentDate,Carrier,TrackingNumber,Status
SHIP7444,ORDER5444,2023-10-14,USPS,1Z9571968,In Transit
SHIP7445,ORDER5445,2023-03-27,FedEx,1Z1657510,Delivered
SHIP7446,ORDER5446,2023-02-15,FedEx,1Z1555145,Shipped
SHIP7447,ORDER5447,2023-10-19,UPS,1Z1787721,In Transit
SHIP7448,ORDER5448,2023-10-12,FedEx,1Z2650231,In Transit
SHIP7449,ORDER5449,2023-12-06,USPS,1Z6719785,In Transit
SHIP7450,ORDER5450,2023-02-12,DHL,1Z3876669,Delivered
SHIP7451,ORDER5451,2023-10-07,USPS,1Z5736343,In Transit
SHIP7452,ORDER5452,2023-01-16,USPS,1Z1958866,Delivered
SHIP7453,ORDER5453,2023-03-19,USPS,1Z8909158,In Transit
SHIP7454,ORDER5454,2023-09-25,DHL,1Z6495125,In Transit
SHIP7455,ORDER5455,2023-06-20,USPS,1Z9018047,Shipped
SHIP7456,ORDER5456,2023-07-12,UPS,1Z8707450,Shipped
SHIP7457,ORDER5457,2023-06-12,USPS,1Z7310440,Shipped
SHIP7458,ORDER5458,2023-09-19,USPS,1Z7119636,In Transit
SHIP7459,ORDER5459,2023-10-20,FedEx,1Z1784738,In Transit
SHIP7460,ORDER5460,2023-12-15,UPS,1Z2840095,Shipped
SHIP7461,ORDER5461,2023-06-09,UPS,1Z6705806,In Transit
SHIP7462,ORDER5462,2023-08-29,DHL,1Z5252151,Delivered
SHIP7463,ORDER5463,2023-09-27,FedEx,1Z4881104,In Transit
SHIP7464,ORDER5464,2023-11-22,USPS,1Z9454448,In Transit
SHIP7465,ORDER5465,2023-03-09,UPS,1Z2722442,Delivered
SHIP7466,ORDER5466,2023-04-10,DHL,1Z9456218,In Transit
SHIP7467,ORDER5467,2023-05-01,USPS,1Z3313571,In Transit
SHIP7468,ORDER5468,2023-04-04,UPS,1Z2418304,Shipped
SHIP7469,ORDER5469,2023-08-18,USPS,1Z6711362,Shipped
SHIP7470,ORDER5470,2023-03-15,FedEx,1Z2964513,Shipped
SHIP7471,ORDER5471,2023-11-19,FedEx,1Z5816075,Delivered
SHIP7472,ORDER5472,2023-10-09,DHL,1Z9687996,In Transit
SHIP7473,ORDER5473,2023-06-09,UPS,1Z2694135,In Transit
SHIP7474,ORDER5474,2023-01-21,DHL,1Z6502234,Shipped
SHIP7475,ORDER5475,2023-11-27,FedEx,1Z8176977,In Transit
SHIP7476,ORDER5476,2023-02-04,UPS,1Z9998720,Shipped
SHIP7477,ORDER5477,2023-03-14,DHL,1Z4270844,Shipped
SHIP7478,ORDER5478,2023-10-13,USPS,1Z2930438,Shipped
SHIP7479,ORDER5479,2023-01-10,FedEx,1Z7133355,Shipped
SHIP7480,ORDER5480,2023-09-24,DHL,1Z1931413,In Transit
SHIP7481,ORDER5481,2023-04-07,UPS,1Z6188647,In Transit
SHIP7482,ORDER5482,2023-04-27,USPS,1Z7518669,In Transit
SHIP7483,ORDER5483,2023-03-27,UPS,1Z5002358,In Transit
SHIP7484,ORDER5484,2023-07-05,FedEx,1Z8320071,Shipped
SHIP7485,ORDER5485,2023-03-01,DHL,1Z7586384,Delivered
SHIP7486,ORDER5486,2023-12-03,USPS,1Z4724963,Shipped
SHIP7487,ORDER5487,2023-11-22,FedEx,1Z4890032,In Transit
SHIP7488,ORDER5488,2023-11-30,UPS,1Z4533534,Delivered
SHIP7489,ORDER5489,2023-05-07,UPS,1Z2383061,In Transit
SHIP7490,ORDER5490,2023-03-25,FedEx,1Z2109961,In Transit
SHIP7491,ORDER5491,2023-01-14,UPS,1Z5519164,Delivered
SHIP7492,ORDER5492,2023-09-17,DHL,1Z4136445,Shipped
SHIP7493,ORDER5493,2023-10-29,USPS,1Z9852022,Shipped
SHIP7494,ORDER5494,2023-03-01,FedEx,1Z4729824,In Transit
SHIP7495,ORDER5495,2023-05-25,UPS,1Z1671432,Delivered
SHIP7496,ORDER5496,2023-02-02,FedEx,1Z8334180,Shipped
SHIP7497,ORDER5497,2023-11-11,DHL,1Z6746150,Shipped
SHIP7498,ORDER5498,2023-02-12,DHL,1Z7256355,Shipped
SHIP7499,ORDER5499,2023-02-11,UPS,1Z3654701,Delivered
SHIP7500,ORDER5500,2023-03-09,DHL,1Z6037168,Delivered
SHIP7501,ORDER5501,2023-08-17,UPS,1Z5839446,In Transit
SHIP7502,ORDER5502,2023-07-28,DHL,1Z1028125,In Transit
SHIP7503,ORDER5503,2023-10-16,UPS,1Z6140838,Delivered
SHIP7504,ORDER5504,2023-08-31,DHL,1Z9809529,In Transit
SHIP7505,ORDER5505,2023-01-13,FedEx,1Z5406444,In Transit
SHIP7506,ORDER5506,2023-05-24,UPS,1Z9883636,Delivered
SHIP7507,ORDER5507,2023-02-04,DHL,1Z4099325,Shipped
SHIP7508,ORDER5508,2023-04-05,DHL,1Z8370571,Shipped
SHIP7509,ORDER5509,2023-11-24,USPS,1Z4886600,Delivered
SHIP7510,ORDER5510,2023-09-24,DHL,1Z7893399,Delivered
SHIP7511,ORDER5511,2023-09-11,FedEx,1Z3930491,Shipped
SHIP7512,ORDER5512,2023-09-27,DHL,1Z3677449,Delivered
SHIP7513,ORDER5513,2023-05-03,UPS,1Z3431850,Shipped
SHIP7514,ORDER5514,2023-05-22,FedEx,1Z5506057,Delivered
SHIP7515,ORDER5515,2023-09-28,DHL,1Z7568320,Delivered
SHIP7516,ORDER5516,2023-10-28,FedEx,1Z9400562,In Transit
SHIP7517,ORDER5517,2023-09-21,FedEx,1Z2102942,In Transit
SHIP7518,ORDER5518,2023-11-14,USPS,1Z5280551,Delivered
SHIP7519,ORDER5519,2023-03-10,USPS,1Z7379392,Delivered
SHIP7520,ORDER5520,2023-10-12,UPS,1Z9540233,Shipped
SHIP7521,ORDER5521,2023-04-08,USPS,1Z4399187,Delivered
SHIP7522,ORDER5522,2023-08-28,USPS,1Z6693773,Delivered
SHIP7523,ORDER5523,2023-06-03,UPS,1Z7765200,Delivered
SHIP7524,ORDER5524,2023-04-12,FedEx,1Z2953480,Shipped
SHIP7525,ORDER5525,2023-09-19,USPS,1Z3458414,In Transit
SHIP7526,ORDER5526,2023-06-10,UPS,1Z9170553,Shipped
SHIP7527,ORDER5527,2023-11-14,DHL,1Z1219813,Delivered
SHIP7528,ORDER5528,2023-12-22,DHL,1Z9668402,In Transit
SHIP7529,ORDER5529,2023-05-13,FedEx,1Z7000916,Delivered
SHIP7530,ORDER5530,2023-11-03,USPS,1Z6495633,In Transit
SHIP7531,ORDER5531,2023-02-14,DHL,1Z3052338,Delivered
SHIP7532,ORDER5532,2023-06-04,DHL,1Z5367035,Delivered
SHIP7533,ORDER5533,2023-02-05,FedEx,1Z5336032,Delivered
SHIP7534,ORDER5534,2023-09-08,USPS,1Z6523170,Delivered
SHIP7535,ORDER5535,2023-11-06,FedEx,1Z5096592,Delivered
SHIP7536,ORDER5536,2023-12-19,DHL,1Z6929872,Shipped
SHIP7537,ORDER5537,2023-08-10,DHL,1Z5335134,Delivered
SHIP7538,ORDER5538,2023-11-14,DHL,1Z6307518,Shipped
SHIP7539,ORDER5539,2023-07-25,FedEx,1Z8375820,In Transit
SHIP7540,ORDER5540,2023-08-07,DHL,1Z7508672,In Transit
SHIP7541,ORDER5541,2023-05-05,FedEx,1Z2712167,In Transit
SHIP7542,ORDER5542,2023-12-28,DHL,1Z7088081,Shipped
SHIP7543,ORDER5543,2023-06-21,FedEx,1Z7904195,In Transit
SHIP7544,ORDER5544,2023-07-03,UPS,1Z7424197,In Transit
SHIP7545,ORDER5545,2023-09-24,USPS,1Z2290473,In Transit
SHIP7546,ORDER5546,2023-08-18,DHL,1Z8556642,Delivered
SHIP7547,ORDER5547,2023-08-28,USPS,1Z6743580,Shipped
SHIP7548,ORDER5548,2023-08-11,FedEx,1Z3017284,Delivered
SHIP7549,ORDER5549,2023-08-30,USPS,1Z3800760,In Transit
SHIP7550,ORDER5550,2023-03-29,UPS,1Z2426276,Shipped
SHIP7551,ORDER5551,2023-08-13,UPS,1Z1321225,In Transit
SHIP7552,ORDER5552,2023-06-08,UPS,1Z4426495,Shipped
SHIP7553,ORDER5553,2023-05-02,FedEx,1Z9334702,Delivered
SHIP7554,ORDER5554,2023-03-03,UPS,1Z2565071,Delivered
SHIP7555,ORDER5555,2023-03-26,DHL,1Z4380733,Delivered
SHIP7556,ORDER5556,2023-07-06,USPS,1Z5383145,Delivered
SHIP7557,ORDER5557,2023-10-01,UPS,1Z8294097,Shipped
SHIP7558,ORDER5558,2023-11-03,USPS,1Z2814989,Delivered
SHIP7559,ORDER5559,2023-06-02,DHL,1Z8556021,Delivered
SHIP7560,ORDER5560,2023-06-17,FedEx,1Z5082024,Delivered
SHIP7561,ORDER5561,2023-05-04,USPS,1Z1260602,In Transit
SHIP7562,ORDER5562,2023-01-08,UPS,1Z7921978,Shipped
SHIP7563,ORDER5563,2023-08-19,UPS,1Z2938615,Shipped
SHIP7564,ORDER5564,2023-06-23,FedEx,1Z6192527,Delivered
SHIP7565,ORDER5565,2023-10-03,FedEx,1Z8729796,Shipped
SHIP7566,ORDER5566,2023-08-13,FedEx,1Z5776235,In Transit
SHIP7567,ORDER5567,2023-04-06,USPS,1Z6799726,Shipped
SHIP7568,ORDER5568,2023-09-21,USPS,1Z6992616,Shipped
SHIP7569,ORDER5569,2023-08-16,FedEx,1Z5954459,Shipped
SHIP7570,ORDER5570,2023-04-16,DHL,1Z4242495,Delivered
SHIP7571,ORDER5571,2023-08-16,FedEx,1Z9314831,Shipped
SHIP7572,ORDER5572,2023-05-16,USPS,1Z3976516,Delivered
SHIP7573,ORDER5573,2023-01-23,DHL,1Z3325759,In Transit
SHIP7574,ORDER5574,2023-07-06,FedEx,1Z2016527,Shipped
SHIP7575,ORDER5575,2023-04-10,USPS,1Z2153743,Delivered
SHIP7576,ORDER5576,2023-07-10,FedEx,1Z7643597,Shipped
SHIP7577,ORDER5577,2023-08-27,USPS,1Z5695102,In Transit
SHIP7578,ORDER5578,2023-03-02,FedEx,1Z4334190,Shipped
SHIP7579,ORDER5579,2023-01-12,UPS,1Z3504883,In Transit
SHIP7580,ORDER5580,2023-04-30,USPS,1Z7059559,Delivered
SHIP7581,ORDER5581,2023-06-21,USPS,1Z1113788,Shipped
SHIP7582,ORDER5582,2023-06-17,USPS,1Z9726360,Shipped
SHIP7583,ORDER5583,2023-10-22,UPS,1Z8130553,Delivered
SHIP7584,ORDER5584,2023-10-19,USPS,1Z4849159,In Transit
SHIP7585,ORDER5585,2023-03-14,UPS,1Z8492487,In Transit
SHIP7586,ORDER5586,2023-02-14,FedEx,1Z5612785,Shipped
SHIP7587,ORDER5587,2023-11-19,DHL,1Z6957734,Shipped
SHIP7588,ORDER5588,2023-11-27,DHL,1Z2053121,Delivered
SHIP7589,ORDER5589,2023-12-29,UPS,1Z9150079,In Transit
SHIP7590,ORDER5590,2023-05-18,USPS,1Z7150015,In Transit
SHIP7591,ORDER5591,2023-10-20,UPS,1Z1593321,In Transit
SHIP7592,ORDER5592,2023-12-21,UPS,1Z9947803,Shipped
SHIP7593,ORDER5593,2023-01-15,USPS,1Z7298586,In Transit
SHIP7594,ORDER5594,2023-04-17,DHL,1Z5455768,Shipped
SHIP7595,ORDER5595,2023-11-10,UPS,1Z2201674,Shipped
SHIP7596,ORDER5596,2023-11-07,UPS,1Z8380775,Shipped
SHIP7597,ORDER5597,2023-09-25,DHL,1Z2500939,In Transit
SHIP7598,ORDER5598,2023-09-19,UPS,1Z1590809,Delivered
SHIP7599,ORDER5599,2023-01-08,FedEx,1Z9265613,In Transit
SHIP7600,ORDER5600,2023-09-21,UPS,1Z8876520,Shipped
SHIP7601,ORDER5601,2023-09-27,FedEx,1Z2942385,In Transit
SHIP7602,ORDER5602,2023-09-23,USPS,1Z6965783,Delivered
SHIP7603,ORDER5603,2023-12-03,DHL,1Z2750042,Delivered
SHIP7604,ORDER5604,2023-12-25,USPS,1Z2200175,Shipped
SHIP7605,ORDER5605,2023-01-12,USPS,1Z3076315,Shipped
SHIP7606,ORDER5606,2023-12-06,DHL,1Z8435149,Delivered
SHIP7607,ORDER5607,2023-02-16,UPS,1Z1740640,Shipped
SHIP7608,ORDER5608,2023-09-26,USPS,1Z2237693,Delivered
SHIP7609,ORDER5609,2023-12-17,USPS,1Z3305591,In Transit
SHIP7610,ORDER5610,2023-06-21,UPS,1Z9148479,Shipped
SHIP7611,ORDER5611,2023-11-17,DHL,1Z2655141,In Transit
SHIP7612,ORDER5612,2023-09-03,UPS,1Z7491439,Delivered
SHIP7613,ORDER5613,2023-04-19,USPS,1Z2839527,In Transit
SHIP7614,ORDER5614,2023-07-01,USPS,1Z9998814,In Transit
SHIP7615,ORDER5615,2023-01-03,USPS,1Z4999783,Shipped
SHIP7616,ORDER5616,2023-03-18,DHL,1Z5350092,In Transit
SHIP7617,ORDER5617,2023-08-16,USPS,1Z5817755,Delivered
SHIP7618,ORDER5618,2023-09-24,USPS,1Z2188006,In Transit
SHIP7619,ORDER5619,2023-12-20,DHL,1Z6549476,Delivered
SHIP7620,ORDER5620,2023-03-01,FedEx,1Z5503903,Delivered
SHIP7621,ORDER5621,2023-07-27,FedEx,1Z2495056,In Transit
SHIP7622,ORDER5622,2023-12-27,UPS,1Z2173785,Shipped
SHIP7623,ORDER5623,2023-09-03,UPS,1Z5270305,Delivered
SHIP7624,ORDER5624,2023-07-12,USPS,1Z1391916,Delivered
SHIP7625,ORDER5625,2023-10-03,DHL,1Z3869259,Delivered
SHIP7626,ORDER5626,2023-03-11,DHL,1Z1794168,Delivered
SHIP7627,ORDER5627,2023-01-22,USPS,1Z6429075,Shipped
SHIP7628,ORDER5628,2023-04-10,DHL,1Z8579975,Shipped
SHIP7629,ORDER5629,2023-08-14,UPS,1Z7666246,Shipped
SHIP7630,ORDER5630,2023-01-16,FedEx,1Z6252344,In Transit
SHIP7631,ORDER5631,2023-02-05,DHL,1Z5438012,Shipped
SHIP7632,ORDER5632,2023-08-13,USPS,1Z6030386,In Transit
SHIP7633,ORDER5633,2023-08-04,USPS,1Z4786164,Shipped
SHIP7634,ORDER5634,2023-08-20,FedEx,1Z8920755,Shipped
SHIP7635,ORDER5635,2023-03-30,USPS,1Z6000428,Shipped
SHIP7636,ORDER5636,2023-03-18,FedEx,1Z4235847,Shipped
SHIP7637,ORDER5637,2023-04-04,DHL,1Z3727520,Delivered
SHIP7638,ORDER5638,2023-12-31,USPS,1Z3037634,Delivered
SHIP7639,ORDER5639,2023-08-29,USPS,1Z3612720,Delivered
SHIP7640,ORDER5640,2023-08-29,USPS,1Z2010948,In Transit
SHIP7641,ORDER5641,2023-03-20,DHL,1Z9441828,Shipped
SHIP7642,ORDER5642,2023-05-03,DHL,1Z1249481,In Transit
SHIP7643,ORDER5643,2023-02-23,DHL,1Z1249367,Delivered
SHIP7644,ORDER5644,2023-12-18,UPS,1Z8054147,Shipped
SHIP7645,ORDER5645,2023-10-21,USPS,1Z6196764,In Transit
SHIP7646,ORDER5646,2023-02-20,FedEx,1Z7030621,Delivered
SHIP7647,ORDER5647,2023-08-03,USPS,1Z9182942,In Transit
SHIP7648,ORDER5648,2023-07-19,UPS,1Z3608434,Shipped
SHIP7649,ORDER5649,2023-08-24,DHL,1Z3905740,Shipped
SHIP7650,ORDER5650,2023-01-07,USPS,1Z9001304,In Transit
SHIP7651,ORDER5651,2023-09-13,FedEx,1Z4637536,In Transit
SHIP7652,ORDER5652,2023-03-04,FedEx,1Z9137837,In Transit
SHIP7653,ORDER5653,2023-12-24,UPS,1Z3435827,Delivered
SHIP7654,ORDER5654,2023-09-19,UPS,1Z3964186,Shipped
SHIP7655,ORDER5655,2023-10-18,DHL,1Z6126246,Delivered
SHIP7656,ORDER5656,2023-05-16,FedEx,1Z5915668,Shipped
SHIP7657,ORDER5657,2023-10-05,UPS,1Z4821413,Shipped
SHIP7658,ORDER5658,2023-02-15,DHL,1Z6552604,In Transit
SHIP7659,ORDER5659,2023-03-29,USPS,1Z2906420,Delivered
SHIP7660,ORDER5660,2023-10-23,UPS,1Z8793224,In Transit
SHIP7661,ORDER5661,2023-09-08,UPS,1Z1569726,In Transit
SHIP7662,ORDER5662,2023-09-03,DHL,1Z6230523,Delivered
SHIP7663,ORDER5663,2023-08-05,UPS,1Z9388531,Delivered
SHIP7664,ORDER5664,2023-03-19,DHL,1Z4648980,Shipped
SHIP7665,ORDER5665,2023-08-12,UPS,1Z2837705,Shipped
SHIP7666,ORDER5666,2023-10-26,DHL,1Z7026584,Shipped
SHIP7667,ORDER5667,2023-08-02,DHL,1Z7623112,In Transit
SHIP7668,ORDER5668,2023-10-20,USPS,1Z7680731,Shipped
SHIP7669,ORDER5669,2023-03-14,FedEx,1Z8208628,In Transit
SHIP7670,ORDER5670,2023-10-19,USPS,1Z5254496,Delivered
SHIP7671,ORDER5671,2023-03-03,UPS,1Z4732251,Shipped
SHIP7672,ORDER5672,2023-04-19,UPS,1Z9026202,In Transit
SHIP7673,ORDER5673,2023-11-15,UPS,1Z6006598,Delivered
SHIP7674,ORDER5674,2023-07-12,DHL,1Z1081854,In Transit
SHIP7675,ORDER5675,2023-06-06,USPS,1Z1698353,Shipped
SHIP7676,ORDER5676,2023-09-25,USPS,1Z9898649,In Transit
SHIP7677,ORDER5677,2023-09-25,FedEx,1Z7962014,Shipped
SHIP7678,ORDER5678,2023-04-30,DHL,1Z1930533,In Transit
SHIP7679,ORDER5679,2023-01-14,USPS,1Z6891178,Delivered
SHIP7680,ORDER5680,2023-10-15,FedEx,1Z8697206,In Transit
SHIP7681,ORDER5681,2023-06-26,FedEx,1Z7075088,In Transit
SHIP7682,ORDER5682,2023-09-27,UPS,1Z3533166,Delivered
SHIP7683,ORDER5683,2023-09-08,USPS,1Z8631948,In Transit
SHIP7684,ORDER5684,2023-08-13,FedEx,1Z4921006,Shipped
SHIP7685,ORDER5685,2023-07-11,DHL,1Z9423588,Shipped
SHIP7686,ORDER5686,2023-10-22,USPS,1Z4069307,Delivered
SHIP7687,ORDER5687,2023-11-20,FedEx,1Z5501867,In Transit
SHIP7688,ORDER5688,2023-07-27,USPS,1Z1075393,In Transit
SHIP7689,ORDER5689,2023-10-29,UPS,1Z5547983,Delivered
SHIP7690,ORDER5690,2023-08-26,FedEx,1Z6927688,Shipped
SHIP7691,ORDER5691,2023-06-06,DHL,1Z6405398,In Transit
SHIP7692,ORDER5692,2023-12-23,UPS,1Z6998238,In Transit
SHIP7693,ORDER5693,2023-01-24,USPS,1Z5421312,In Transit
SHIP7694,ORDER5694,2023-05-08,FedEx,1Z7704617,Delivered
SHIP7695,ORDER5695,2023-09-03,USPS,1Z8361754,Delivered
SHIP7696,ORDER5696,2023-08-11,DHL,1Z9275659,Shipped
SHIP7697,ORDER5697,2023-04-12,UPS,1Z9915726,In Transit
SHIP7698,ORDER5698,2023-04-22,DHL,1Z1829868,In Transit
SHIP7699,ORDER5699,2023-10-27,DHL,1Z9206479,Shipped
SHIP7700,ORDER5700,2023-03-27,DHL,1Z7132801,In Transit
SHIP7701,ORDER5701,2023-02-22,FedEx,1Z4963477,Shipped
SHIP7702,ORDER5702,2023-04-11,USPS,1Z7165090,Delivered
SHIP7703,ORDER5703,2023-04-27,DHL,1Z4756545,Delivered
SHIP7704,ORDER5704,2023-10-31,FedEx,1Z3139621,In Transit
SHIP7705,ORDER5705,2023-09-06,UPS,1Z1124661,Shipped
SHIP7706,ORDER5706,2023-07-24,USPS,1Z9413239,Shipped
SHIP7707,ORDER5707,2023-08-02,UPS,1Z2409219,In Transit
SHIP7708,ORDER5708,2023-02-05,UPS,1Z4120988,Shipped
SHIP7709,ORDER5709,2023-03-24,FedEx,1Z9473811,Shipped
SHIP7710,ORDER5710,2023-04-01,USPS,1Z2916500,Delivered
SHIP7711,ORDER5711,2023-12-26,UPS,1Z6741856,In Transit
SHIP7712,ORDER5712,2023-03-22,FedEx,1Z8624940,Shipped
SHIP7713,ORDER5713,2023-10-20,UPS,1Z7984712,Shipped
SHIP7714,ORDER5714,2023-10-25,FedEx,1Z3722161,Shipped
SHIP7715,ORDER5715,2023-12-23,DHL,1Z2557521,Shipped
SHIP7716,ORDER5716,2023-10-30,UPS,1Z5838863,Delivered
SHIP7717,ORDER5717,2023-05-16,USPS,1Z6633215,In Transit
SHIP7718,ORDER5718,2023-09-08,FedEx,1Z8354753,Delivered
SHIP7719,ORDER5719,2023-09-02,UPS,1Z7421891,Shipped
SHIP7720,ORDER5720,2023-06-03,USPS,1Z4035223,Shipped
SHIP7721,ORDER5721,2023-02-06,FedEx,1Z1428710,Delivered
SHIP7722,ORDER5722,2023-05-11,USPS,1Z4493993,Delivered
SHIP7723,ORDER5723,2023-01-30,USPS,1Z2779359,Delivered
SHIP7724,ORDER5724,2023-12-27,UPS,1Z9378486,Delivered
SHIP7725,ORDER5725,2023-08-30,DHL,1Z8415274,Shipped
SHIP7726,ORDER5726,2023-02-14,FedEx,1Z6369821,Delivered
SHIP7727,ORDER5727,2023-12-26,DHL,1Z6595205,In Transit
SHIP7728,ORDER5728,2023-10-03,FedEx,1Z4369536,Shipped
SHIP7729,ORDER5729,2023-07-07,USPS,1Z9355878,Delivered
SHIP7730,ORDER5730,2023-06-27,UPS,1Z1103612,Delivered
SHIP7731,ORDER5731,2023-10-01,FedEx,1Z8353997,Shipped
SHIP7732,ORDER5732,2023-06-20,UPS,1Z8337360,Delivered
SHIP7733,ORDER5733,2023-11-18,DHL,1Z2669805,Shipped
SHIP7734,ORDER5734,2023-06-03,DHL,1Z6244989,Delivered
SHIP7735,ORDER5735,2023-10-11,USPS,1Z1833857,Delivered
SHIP7736,ORDER5736,2023-12-13,USPS,1Z6874495,Shipped
SHIP7737,ORDER5737,2023-01-11,FedEx,1Z5436287,Shipped
SHIP7738,ORDER5738,2023-11-16,USPS,1Z6575558,Delivered
SHIP7739,ORDER5739,2023-10-22,UPS,1Z6094409,In Transit
SHIP7740,ORDER5740,2023-05-28,FedEx,1Z8194734,Delivered
SHIP7741,ORDER5741,2023-08-02,DHL,1Z4992243,In Transit
SHIP7742,ORDER5742,2023-06-06,DHL,1Z8709837,In Transit
SHIP7743,ORDER5743,2023-07-20,UPS,1Z3185280,Shipped
SHIP7744,ORDER5744,2023-09-04,DHL,1Z5070875,In Transit
SHIP7745,ORDER5745,2023-12-21,DHL,1Z4565925,Shipped
SHIP7746,ORDER5746,2023-01-13,FedEx,1Z1861015,Delivered
SHIP7747,ORDER5747,2023-03-07,UPS,1Z1157113,Shipped
SHIP7748,ORDER5748,2023-05-07,DHL,1Z7567442,Shipped
SHIP7749,ORDER5749,2023-12-19,DHL,1Z4134037,Shipped
SHIP7750,ORDER5750,2023-12-15,DHL,1Z7673429,Shipped
SHIP7751,ORDER5751,2023-09-22,UPS,1Z2890676,Shipped
SHIP7752,ORDER5752,2023-08-16,DHL,1Z2565213,In Transit
SHIP7753,ORDER5753,2023-07-23,FedEx,1Z1458320,Shipped
SHIP7754,ORDER5754,2023-02-24,UPS,1Z7324837,Shipped
SHIP7755,ORDER5755,2023-12-03,DHL,1Z5183118,Shipped
SHIP7756,ORDER5756,2023-12-07,DHL,1Z7154777,Delivered
SHIP7757,ORDER5757,2023-01-01,FedEx,1Z6296701,Shipped
SHIP7758,ORDER5758,2023-03-19,DHL,1Z1413119,Shipped
SHIP7759,ORDER5759,2023-12-14,USPS,1Z7843917,Shipped
SHIP7760,ORDER5760,2023-06-24,DHL,1Z3087968,In Transit
SHIP7761,ORDER5761,2023-05-03,FedEx,1Z8622928,Shipped
SHIP7762,ORDER5762,2023-10-27,UPS,1Z9925707,In Transit
SHIP7763,ORDER5763,2023-09-04,FedEx,1Z9128302,Shipped
SHIP7764,ORDER5764,2023-08-05,USPS,1Z9535240,Shipped
SHIP7765,ORDER5765,2023-05-12,DHL,1Z7547242,Delivered
SHIP7766,ORDER5766,2023-07-09,UPS,1Z2482583,Delivered
SHIP7767,ORDER5767,2023-10-03,USPS,1Z7169469,Shipped
SHIP7768,ORDER5768,2023-03-24,USPS,1Z9485831,In Transit
SHIP7769,ORDER5769,2023-09-15,UPS,1Z3109268,Delivered
SHIP7770,ORDER5770,2023-08-01,UPS,1Z1021055,In Transit
SHIP7771,ORDER5771,2023-03-31,USPS,1Z4507271,In Transit
SHIP7772,ORDER5772,2023-01-19,USPS,1Z6547846,Delivered
SHIP7773,ORDER5773,2023-09-16,UPS,1Z8650431,In Transit
SHIP7774,ORDER5774,2023-03-09,USPS,1Z5933373,Shipped
SHIP7775,ORDER5775,2023-12-27,UPS,1Z8916228,Shipped
SHIP7776,ORDER5776,2023-11-08,FedEx,1Z2989046,Delivered
SHIP7777,ORDER5777,2023-10-23,FedEx,1Z2988976,In Transit
SHIP7778,ORDER5778,2023-05-09,FedEx,1Z3805398,In Transit
SHIP7779,ORDER5779,2023-06-25,DHL,1Z8130129,Shipped
SHIP7780,ORDER5780,2023-07-07,UPS,1Z7069834,Shipped
SHIP7781,ORDER5781,2023-11-20,FedEx,1Z6700728,In Transit
SHIP7782,ORDER5782,2023-10-24,FedEx,1Z4396440,In Transit
SHIP7783,ORDER5783,2023-09-05,DHL,1Z8869870,Delivered
SHIP7784,ORDER5784,2023-10-27,USPS,1Z8369871,In Transit
SHIP7785,ORDER5785,2023-10-19,UPS,1Z3267536,In Transit
SHIP7786,ORDER5786,2023-02-02,UPS,1Z9631402,Delivered
SHIP7787,ORDER5787,2023-02-21,UPS,1Z7284462,Delivered
SHIP7788,ORDER5788,2023-07-28,UPS,1Z3130364,Delivered
SHIP7789,ORDER5789,2023-01-23,FedEx,1Z6154324,Delivered
SHIP7790,ORDER5790,2023-05-31,FedEx,1Z3545051,Shipped
SHIP7791,ORDER5791,2023-02-01,USPS,1Z1049146,Delivered
SHIP7792,ORDER5792,2023-07-19,FedEx,1Z3052237,Shipped
SHIP7793,ORDER5793,2023-10-27,DHL,1Z1945350,In Transit
SHIP7794,ORDER5794,2023-10-18,USPS,1Z9868798,In Transit
SHIP7795,ORDER5795,2023-06-20,UPS,1Z3708177,Delivered
SHIP7796,ORDER5796,2023-12-11,DHL,1Z8945339,In Transit
SHIP7797,ORDER5797,2023-07-02,FedEx,1Z4302220,Delivered
SHIP7798,ORDER5798,2023-06-29,USPS,1Z9379092,Shipped
SHIP7799,ORDER5799,2023-10-29,FedEx,1Z1355926,In Transit
SHIP7800,ORDER5800,2023-02-26,USPS,1Z9488997,Delivered
SHIP7801,ORDER5801,2023-07-03,USPS,1Z9989033,In Transit
SHIP7802,ORDER5802,2023-06-11,FedEx,1Z8582276,Shipped
SHIP7803,ORDER5803,2023-11-17,USPS,1Z5162081,Shipped
SHIP7804,ORDER5804,2023-12-31,UPS,1Z9463049,In Transit
SHIP7805,ORDER5805,2023-09-12,FedEx,1Z2917858,Delivered
SHIP7806,ORDER5806,2023-01-05,DHL,1Z2664161,Delivered
SHIP7807,ORDER5807,2023-01-06,DHL,1Z2423606,In Transit
SHIP7808,ORDER5808,2023-03-29,UPS,1Z5388153,In Transit
SHIP7809,ORDER5809,2023-03-20,FedEx,1Z7309393,In Transit
SHIP7810,ORDER5810,2023-04-17,UPS,1Z9087311,Shipped
SHIP7811,ORDER5811,2023-10-26,UPS,1Z8499737,Delivered
SHIP7812,ORDER5812,2023-12-28,USPS,1Z4959133,In Transit
SHIP7813,ORDER5813,2023-03-02,FedEx,1Z8863615,In Transit
SHIP7814,ORDER5814,2023-10-19,USPS,1Z3416567,Delivered
SHIP7815,ORDER5815,2023-10-11,USPS,1Z4187790,Delivered
SHIP7816,ORDER5816,2023-05-07,USPS,1Z9337930,Delivered
SHIP7817,ORDER5817,2023-09-06,DHL,1Z2770366,Shipped
SHIP7818,ORDER5818,2023-06-16,DHL,1Z3527585,Delivered
